smiles,rt_min,CM_Tem,CM_Speed,CM_Particle Size,CM_Inner Diameter,CM_Length,CM_PhaseA_W_per,CM_PhaseA_O_per,CM_PhaseA_FA_per,CM_PhaseA_TFA_per,CM_PhaseB_O_pKa,CM_PhaseB_O_per,CM_PhaseB_W_per,CM_PhaseB_FA_per,CM_PhaseB_TFA_per,CM_RT-initial,CM_RT-final,CM_time
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CCC65CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CCC6)C=C4)=C1,1.61,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CCC5(CC6)CCN6CC(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C=C4)=C1,1.61,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
C[C@H]1N(CC(F)(CO)F)[C@H](C2=C(F)C=C(N3CCC4(CCN(C(CN(C5)CC6=C5C=C(C(N(C7CCC(NC7=O)=O)C8=O)=O)C8=C6)=O)CC4)CC3)C=C2F)C(NC9=C%10C=CC=C9)=C%10C1,1.79,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
C[C@H]1N(CC(C)(F)C)[C@H](C2=C(F)C=C(N3CCC4(CCN(C(CN(C5)CC6=C5C=C(C(N(C7CCC(NC7=O)=O)C8=O)=O)C8=C6)=O)CC4)CC3)C=C2F)C(NC9=C%10C=CC=C9)=C%10C1,1.64,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
C[C@H]1N(CC(F)F)[C@H](C2=C(F)C=C(N3CCC4(CCN(C(CN(C5)CC6=C5C=C(C(N(C7CCC(NC7=O)=O)C8=O)=O)C8=C6)=O)CC4)CC3)C=C2F)C(NC9=C%10C=CC=C9)=C%10C1,1.95,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(N1)C(N2C(C3=CC4=C(C=C3C2=O)CN(C4)CC(N5CCC6(CCN(CC6)C7=CN=C([C@@H]8C9=C(C[C@H](N8CC(F)(F)F)C)C(C=NN%10)=C%10C=C9)C=C7)CC5)=O)=O)CCC1=O,1.22,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
FC(F)(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=C(F)C=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4F,1.92,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
FC(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=C(F)C=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4F,1.79,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
FC(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=NC=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4,1.15,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
FC(F)CN1[C@H](C)CC2=C(C=CC3=C2C=NN3)[C@H]1C4=C(OC)C=C(N5CCC6(CCN(CC6)C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC5)C=C4,1.63,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(O)C1=CC=NC(C2=CN(CCN(CCCCCCCCCCOC3=CC=CC(C(N4C(CC5)C(NC5=O)=O)=O)=C3C4=O)C)N=N2)=C1,13.11,25,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,20
O=C(O)C1=CC=NC(C2=CN(CCN(CCCCCCCCOC3=CC=CC(C(N4C(CC5)C(NC5=O)=O)=O)=C3C4=O)C)N=N2)=C1,11.83,25,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,20
O=C(O)C1=CC=NC(C2=CN(CCN(CCCCCCCCCCCCOC3=CC=CC(C(N4C(CC5)C(NC5=O)=O)=O)=C3C4=O)C)N=N2)=C1,14.35,25,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,20
O=C(OC)C1=CC=NC(C2=CN(CCN(CCCCCCCCCCOC3=CC=CC(C(N4C(CC5)C(NC5=O)=O)=O)=C3C4=O)C)N=N2)=C1,14.3,25,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,20
O=C(OC)C1=CC=NC(C2=CN(CCN(CCCCCCCCOC3=CC=CC(C(N4C(CC5)C(NC5=O)=O)=O)=C3C4=O)C)N=N2)=C1,13.09,25,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,20
O=C(OC)C1=CC=NC(C2=CN(CCN(CCCCCCCCCCCCOC3=CC=CC(C(N4C(CC5)C(NC5=O)=O)=O)=C3C4=O)C)N=N2)=C1,15.53,25,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,20
O=C(NC1=NNC(C2CCC2)=C1)CC3=CC=C(OCC(NCCCCNC4=CC=CC(C(N5C(CC6)C(NC6=O)=O)=O)=C4C5=O)=O)C=C3,13.77,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NCCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)CCCOC4=CC=C(CC(NC5=NNC(C6CCC6)=C5)=O)C=C4,13.2,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NC1=NNC(C2CCC2)=C1)CC3=CC=C(OCC(NCCCCCCCCNC4=CC=CC(C(N5C(CC6)C(NC6=O)=O)=O)=C4C5=O)=O)C=C3,15.11,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NC1=NNC(C2CCC2)=C1)CC3=CC=C(OCC(NCCOCCOCCNC4=CC=CC(C(N5C(CC6)C(NC6=O)=O)=O)=C4C5=O)=O)C=C3,11.24,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NCCOCCOCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)CCCOC4=CC=C(CC(NC5=NNC(C6CCC6)=C5)=O)C=C4,12.9,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NC1=NNC(C2CCC2)=C1)CC3=CC=C(OCC(NCCCOCCOCCOCCCNC4=CC=CC(C(N5C(CC6)C(NC6=O)=O)=O)=C4C5=O)=O)C=C3,13.41,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NC1=NNC(C2CCC2)=C1)CC3=CC=C(OCCOCCOCCOCC(NCCCCNC4=CC=CC(C(N5C(CC6)C(NC6=O)=O)=O)=C4C5=O)=O)C=C3,12.66,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NCCCOCCOCCOCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)CCCOC4=CC=C(CC(NC5=NNC(C6CCC6)=C5)=O)C=C4,13.44,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NC1=NNC(C2CCC2)=C1)CC3=CC=C(OCCOCCOCCOCC(NCCOCCOCCNC4=CC=CC(C(N5C(CC6)C(NC6=O)=O)=O)=C4C5=O)=O)C=C3,13.83,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NC1=NNC(C2CCC2)=C1)CC3=CC=C(OCCOCCOCCOCC(NCCCOCCOCCOCCCNC4=CC=CC(C(N5C(CC6)C(NC6=O)=O)=O)=C4C5=O)=O)C=C3,13.58,25,1,5,4.6,250,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,15
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCC(NCCCCCCCC(NC3=CC=C(C(NCCCCCCC(NO)=O)=O)C=C3)=O)=O)C=C2F,10.71,25,1,3,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,95,12
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCC(NCCCCCCCC(NC3=CC=C(C(NCCCCCCC(NO)=O)=O)C=C3)=O)=O)C=C2OC,14.46,25,1,3,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,95,15
O=C([O-])C1=CC=C(C(NCCOCCOCCOCCN2N=NC(CNC(C3=CC=CC(NC4=C(N[C@@H](C5=CC=C(C)O5)C(C)(C)C)C(C4=O)=O)=C3O)=O)=C2)=O)C=C1C6=C7C=C/C(C=C7OC8=C6C=CC(N(C)C)=C8)=[N+](C)/C,17.33,25,0.5,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,95,27
O=C([O-])C1=CC=C(C(NCCOCCOCCN2N=NC(CNC(C3=CC=CC(NC4=C(N[C@@H](C5=CC=C(C)O5)C(C)(C)C)C(C4=O)=O)=C3O)=O)=C2)=O)C=C1C6=C7C=C/C(C=C7OC8=C6C=CC(N(C)C)=C8)=[N+](C)/C,16.74,25,0.5,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,95,27
O=C([O-])C1=CC(C(NCCCN2N=NC(CNC(C3=CC=CC(NC4=C(N[C@@H](C5=CC=C(C)O5)C(C)(C)C)C(C4=O)=O)=C3O)=O)=C2)=O)=CC=C1C6=C7C=C/C(C=C7OC8=C6C=CC(N(C)C)=C8)=[N+](C)/C,17.03,25,0.5,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,95,27
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.672,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NCCC6,6.947,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCN4CCC(CCCCCNc5c6C(=O)N(C(=O)c6ccc5)C7C(=O)NC(=O)CC7)CC4,6.353,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCN4CCC(CCCCCNc5c6C(=O)N(C(=O)c6ccc5)C7C(=O)N(C(=O)CC7)C)CC4,6.947,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.878,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,7.05,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,10.066,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,10.34,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,7.943,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.706,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.695,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.734,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCOCCOCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.799,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCN4CCN(CCNc5c6C(=O)N(C(=O)c6ccc5)C7C(=O)NC(=O)CC7)CC4,7.96,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCN4CCC(CCNc5c6C(=O)N(C(=O)c6ccc5)C7C(=O)NC(=O)CC7)CC4,7.106,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCN4CCC(CCCNc5c6C(=O)N(C(=O)c6ccc5)C7C(=O)NC(=O)CC7)CC4,8.964,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCOc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.959,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCNC(=O)COc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,5.934,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCC(=O)N[C@H](C(=O)N4[C@H](C(=O)NCc5ccc(-c6c(ncs6)C)cc5)C[C@@H](O)C4)C(C)(C)C,7.025,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
O=C1C2=C(C=C(C(NCCCC#CC3=CC=CC(C(N4C5C(NC(CC5)=O)=O)=O)=C3C4=O)=O)O2)C(C6=CC=CC=C61)=O,7.007,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCOc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.959,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCOCCNC(=O)COc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.271,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCNC(=O)COc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6,6.227,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCNc4cc5C(=O)N(C(=O)c5cc4)C6C(=O)NC(=O)CC6,6.23,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCCOCCNc4c5c(C(=O)N(C6C(=O)NC(=O)CC6)C5)ccc4,5.911,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCOCC(=O)N[C@H](C(=O)N4[C@H](C(=O)NCc5ccc(-c6c(ncs6)C)cc5)C[C@@H](O)C4)C(C)(C)C,6.859,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)ccc(OCCOCCOCCNc4c5C(=O)N(C(=O)c5ccc4)C6C(=O)NC(=O)CC6)c3)NCCN7CCCCC7,7.252,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
C(=O)(c1oc2C(=O)c3c(C(=O)c2c1)cccc3)NCCCCCc4c5c(C(=O)N(C6C(=O)NC(=O)CC6)C5)ccc4,6.994,25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
ClC1=CC=C([C@H](CCN2CCN(C(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3[C@H](C(NCC4=CC=C(C5=C(C)N=CS5)C=C4)=O)C[C@@H](O)C3)=O)=O)=O)CC2)NC(C6(CCN(C7=NC=NC8=C7C=CN8)CC6)N)=O)C=C1,3.851,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
ClC1=CC=C([C@H](CCN2CCN(C(CCOCCOCCOCCOCCOCCNC3=C(C(N(C4CCC(NC4=O)=O)C5=O)=O)C5=CC=C3)=O)CC2)NC(C6(CCN(C7=NC=NC8=C7C=CN8)CC6)N)=O)C=C1,3.698,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
ClC1=CC=C([C@H](CCN2CCN(C(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3[C@H](C(NCC4=CC=C(C5=C(C)N=CS5)C=C4)=O)C[C@@H](OCC6=CC=CC=C6)C3)=O)=O)=O)CC2)NC(C7(CCN(C8=NC=NC9=C8C=CN9)CC7)N)=O)C=C1,5.229,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
ClC1=CC=C([C@H](CCN2CCN(C(CCOCCOCCOCCOCCOCCNC3=C(C(N(C4CCC(N(C)C4=O)=O)C5=O)=O)C5=CC=C3)=O)CC2)NC(C6(CCN(C7=NC=NC8=C7C=CN8)CC6)N)=O)C=C1,3.762,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCNC(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N4[C@H](C(N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)=O)C[C@@H](O)C4)=O)=O)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.195,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCC(NCCCCCCCCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.073,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCNC(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N4[C@@H](C(N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)=O)C[C@H](O)C4)=O)=O)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.041,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCC(NCCCCCCCCNC4=C(C(N(C5C(N(C)C(CC5)=O)=O)C6=O)=O)C6=CC=C4)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.262,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
CC(C)(C)[C@@H](C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)NC(CCCCCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=O,4.17,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
CC(C)(C)[C@@H](C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)NC(CCCCCCCCCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=O,4.2,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
CC(C)(C)[C@@H](C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)NC(COCCOCCOCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=O,4.23,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
O=C1N(C2C(NC(CC2)=O)=O)C(C3=C1C(NCCOCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=CC=C3)=O,4.19,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
O=C1N(C2C(NC(CC2)=O)=O)C(C3=C1C(NCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=CC=C3)=O,4.17,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
O=C(NOCCCNCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N1[C@H](C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.58,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
O=C(NOCCCNCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N1[C@@H](C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@H](O)C1)=O)=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.52,25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,8.61,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)NCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,8.54,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)NCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,8.73,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)NCCCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,8.65,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)NCCCCCCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,9.64,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,8.65,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)NCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,8.64,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(CCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1,8.24,25,0.2,1.6,2,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,15,99,14
